method,time,active_ues,decision_tasks,local_ratio,step_reward,new_completed,new_dropped,new_finished_or_dropped,action_0_count,action_0_ratio,action_1_count,action_1_ratio,action_2_count,action_2_ratio,action_3_count,action_3_ratio
ATT-MAPPO,261.0,87.4,25.8,0.06976744186046512,321.06923828125,11.0,11.2,22.2,1.8,0.06976744186046512,10.4,0.40310077519379844,9.8,0.3798449612403101,3.8,0.14728682170542637
ATT-MAPPO,262.0,87.4,25.8,0.1937984496124031,480.168798828125,14.6,14.8,29.4,5.0,0.1937984496124031,8.8,0.34108527131782945,6.4,0.24806201550387597,5.6,0.21705426356589147
ATT-MAPPO,263.0,87.4,24.4,0.4344262295081967,504.10361328125,15.4,14.2,29.6,10.6,0.4344262295081967,2.6,0.10655737704918032,4.6,0.1885245901639344,6.6,0.27049180327868855
ATT-MAPPO,264.0,87.2,29.4,0.2653061224489796,497.691015625,15.8,11.2,27.0,7.8,0.2653061224489796,0.6,0.02040816326530612,9.6,0.32653061224489793,11.4,0.3877551020408163
ATT-MAPPO,265.0,87.4,26.4,0.06060606060606061,373.480908203125,12.2,13.6,25.8,1.6,0.06060606060606061,7.2,0.2727272727272727,9.8,0.3712121212121212,7.8,0.29545454545454547
ATT-MAPPO,266.0,87.4,27.4,0.11678832116788321,214.243017578125,8.2,12.0,20.2,3.2,0.11678832116788321,13.4,0.48905109489051096,7.4,0.27007299270072993,3.4,0.12408759124087591
ATT-MAPPO,267.0,87.4,27.0,0.2222222222222222,341.282861328125,9.8,15.8,25.6,6.0,0.2222222222222222,7.0,0.25925925925925924,5.8,0.21481481481481482,8.2,0.3037037037037037
ATT-MAPPO,268.0,87.2,23.0,0.3391304347826087,546.5482421875,16.2,15.6,31.8,7.8,0.3391304347826087,3.6,0.1565217391304348,3.8,0.16521739130434782,7.8,0.3391304347826087
ATT-MAPPO,269.0,87.2,25.6,0.3359375,478.450146484375,13.8,15.4,29.2,8.6,0.3359375,5.4,0.2109375,1.0,0.0390625,10.6,0.4140625
ATT-MAPPO,270.0,87.2,25.4,0.2992125984251969,411.31787109375,12.2,13.0,25.2,7.6,0.2992125984251969,4.6,0.18110236220472442,2.4,0.09448818897637795,10.8,0.4251968503937008
ATT-MAPPO,271.0,87.2,25.0,0.088,314.521337890625,9.0,14.4,23.4,2.2,0.088,8.4,0.336,7.8,0.312,6.6,0.264
ATT-MAPPO,272.0,86.6,26.0,0.11538461538461539,228.4029052734375,8.4,16.0,24.4,3.0,0.11538461538461539,10.4,0.4,12.0,0.46153846153846156,0.6,0.023076923076923078
ATT-MAPPO,273.0,86.6,26.4,0.18181818181818182,399.8820068359375,12.6,11.2,23.8,4.8,0.18181818181818182,4.0,0.15151515151515152,14.4,0.5454545454545454,3.2,0.12121212121212122
ATT-MAPPO,274.0,86.2,28.0,0.21428571428571427,395.200244140625,13.6,13.8,27.4,6.0,0.21428571428571427,5.2,0.18571428571428572,11.0,0.39285714285714285,5.8,0.20714285714285716
ATT-MAPPO,275.0,86.4,26.8,0.1865671641791045,359.3529296875,12.4,14.2,26.6,5.0,0.1865671641791045,6.6,0.2462686567164179,2.8,0.1044776119402985,12.4,0.4626865671641791
ATT-MAPPO,276.0,86.6,26.4,0.3560606060606061,432.698388671875,13.8,15.0,28.8,9.4,0.3560606060606061,5.8,0.2196969696969697,0.2,0.007575757575757576,11.0,0.4166666666666667
ATT-MAPPO,277.0,86.2,27.6,0.30434782608695654,360.952978515625,9.8,13.4,23.2,8.4,0.30434782608695654,10.4,0.37681159420289856,1.6,0.057971014492753624,7.2,0.2608695652173913
ATT-MAPPO,278.0,86.6,27.6,0.08695652173913043,311.9923828125,11.2,13.2,24.4,2.4,0.08695652173913043,12.4,0.4492753623188406,6.2,0.2246376811594203,6.6,0.2391304347826087
ATT-MAPPO,279.0,87.2,27.4,0.11678832116788321,435.447314453125,15.2,12.6,27.8,3.2,0.11678832116788321,11.4,0.41605839416058393,6.8,0.24817518248175183,6.0,0.21897810218978103
ATT-MAPPO,280.0,87.4,25.8,0.13953488372093023,277.49521484375,8.8,12.6,21.4,3.6,0.13953488372093023,7.2,0.27906976744186046,6.8,0.26356589147286824,8.2,0.3178294573643411
ATT-MAPPO,281.0,87.6,30.4,0.08552631578947369,263.10869140625,9.6,11.2,20.8,2.6,0.08552631578947369,6.6,0.21710526315789475,11.6,0.3815789473684211,9.6,0.3157894736842105
ATT-MAPPO,282.0,87.4,24.8,0.14516129032258066,345.0331298828125,10.6,16.6,27.2,3.6,0.14516129032258066,1.8,0.07258064516129033,9.8,0.3951612903225806,9.6,0.3870967741935484
ATT-MAPPO,283.0,87.8,26.6,0.518796992481203,529.302880859375,15.6,21.8,37.4,13.8,0.518796992481203,4.2,0.15789473684210525,2.4,0.09022556390977443,6.2,0.23308270676691728
ATT-MAPPO,284.0,87.8,26.6,0.37593984962406013,359.2412841796875,9.6,17.0,26.6,10.0,0.37593984962406013,9.0,0.3383458646616541,2.4,0.09022556390977443,5.2,0.19548872180451127
ATT-MAPPO,285.0,87.6,26.0,0.12307692307692308,325.947265625,10.2,20.2,30.4,3.2,0.12307692307692308,4.6,0.17692307692307693,6.2,0.23846153846153847,12.0,0.46153846153846156
ATT-MAPPO,286.0,87.8,28.4,0.31690140845070425,576.33134765625,16.6,13.2,29.8,9.0,0.31690140845070425,7.6,0.2676056338028169,7.8,0.2746478873239437,4.0,0.14084507042253522
ATT-MAPPO,287.0,88.2,27.2,0.125,230.5134765625,7.0,14.8,21.8,3.4,0.125,8.4,0.3088235294117647,4.6,0.16911764705882354,10.8,0.39705882352941174
ATT-MAPPO,288.0,87.4,27.0,0.2962962962962963,425.976513671875,13.0,12.6,25.6,8.0,0.2962962962962963,5.2,0.1925925925925926,8.8,0.32592592592592595,5.0,0.18518518518518517
ATT-MAPPO,289.0,87.2,26.8,0.1417910447761194,385.7307861328125,13.0,15.8,28.8,3.8,0.1417910447761194,8.6,0.3208955223880597,7.8,0.291044776119403,6.6,0.2462686567164179
ATT-MAPPO,290.0,87.2,27.2,0.4117647058823529,481.339892578125,13.6,15.6,29.2,11.2,0.4117647058823529,9.0,0.33088235294117646,2.2,0.08088235294117647,4.8,0.17647058823529413
ATT-MAPPO,291.0,87.2,24.8,0.1693548387096774,253.08818359375,9.6,14.0,23.6,4.2,0.1693548387096774,6.2,0.25,4.8,0.1935483870967742,9.6,0.3870967741935484
ATT-MAPPO,292.0,87.2,27.0,0.1111111111111111,378.9625,13.2,14.6,27.8,3.0,0.1111111111111111,9.6,0.35555555555555557,6.6,0.24444444444444444,7.8,0.28888888888888886
ATT-MAPPO,293.0,87.8,27.8,0.07913669064748201,300.8962646484375,9.4,15.0,24.4,2.2,0.07913669064748201,9.6,0.34532374100719426,6.2,0.22302158273381295,9.8,0.35251798561151076
ATT-MAPPO,294.0,88.2,28.4,0.3028169014084507,362.854931640625,10.6,14.2,24.8,8.6,0.3028169014084507,7.2,0.2535211267605634,5.6,0.19718309859154928,7.0,0.24647887323943662
ATT-MAPPO,295.0,88.0,26.0,0.14615384615384616,279.419189453125,9.0,18.2,27.2,3.8,0.14615384615384616,2.6,0.1,13.6,0.5230769230769231,6.0,0.23076923076923078
ATT-MAPPO,296.0,88.0,25.4,0.31496062992125984,477.109375,15.4,13.2,28.6,8.0,0.31496062992125984,6.4,0.25196850393700787,9.4,0.3700787401574803,1.6,0.06299212598425197
ATT-MAPPO,297.0,87.8,24.4,0.30327868852459017,379.78193359375,14.2,14.2,28.4,7.4,0.30327868852459017,7.2,0.29508196721311475,1.8,0.07377049180327869,8.0,0.32786885245901637
ATT-MAPPO,298.0,88.2,28.0,0.19285714285714287,349.684423828125,13.0,12.4,25.4,5.4,0.19285714285714287,5.2,0.18571428571428572,5.4,0.19285714285714287,12.0,0.42857142857142855
ATT-MAPPO,299.0,88.2,26.6,0.15789473684210525,373.62265625,10.8,13.4,24.2,4.2,0.15789473684210525,7.8,0.2932330827067669,4.6,0.17293233082706766,10.0,0.37593984962406013
ATT-MAPPO,300.0,88.4,25.8,0.26356589147286824,334.6400390625,9.0,16.8,25.8,6.8,0.26356589147286824,12.8,0.49612403100775193,1.0,0.03875968992248062,5.2,0.20155038759689922
IPPO,1.0,60.6,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,
IPPO,2.0,61.0,30.4,0.0,625.81787109375,14.8,1.6,16.4,0.0,0.0,3.6,0.11842105263157894,14.2,0.46710526315789475,12.6,0.4144736842105263
IPPO,3.0,61.2,19.4,0.0,559.56943359375,12.2,0.2,12.4,0.0,0.0,5.0,0.25773195876288657,8.4,0.4329896907216495,6.0,0.30927835051546393
IPPO,4.0,61.4,20.4,0.0,549.130859375,14.4,0.6,15.0,0.0,0.0,12.8,0.6274509803921569,7.6,0.37254901960784315,0.0,0.0
IPPO,5.0,62.2,17.2,0.0,400.59931640625,9.6,0.0,9.6,0.0,0.0,10.2,0.5930232558139535,7.0,0.4069767441860465,0.0,0.0
IPPO,6.0,62.2,18.0,0.0,472.767578125,11.0,2.2,13.2,0.0,0.0,2.6,0.14444444444444443,14.8,0.8222222222222222,0.6,0.03333333333333333
IPPO,7.0,62.8,18.2,0.01098901098901099,274.059521484375,10.8,3.8,14.6,0.2,0.01098901098901099,0.0,0.0,16.0,0.8791208791208791,2.0,0.10989010989010989
IPPO,8.0,63.0,18.0,0.2,403.486669921875,14.6,4.6,19.2,3.6,0.2,0.0,0.0,8.4,0.4666666666666667,6.0,0.3333333333333333
IPPO,9.0,63.8,20.0,0.13,269.9229736328125,11.4,4.2,15.6,2.6,0.13,0.0,0.0,1.6,0.08,15.8,0.79
IPPO,10.0,64.0,18.6,0.053763440860215055,316.4740966796875,10.8,5.2,16.0,1.0,0.053763440860215055,8.2,0.44086021505376344,0.8,0.043010752688172046,8.6,0.46236559139784944
IPPO,11.0,64.0,20.6,0.0,260.45234375,11.0,6.0,17.0,0.0,0.0,15.6,0.7572815533980582,5.0,0.24271844660194175,0.0,0.0
IPPO,12.0,64.2,18.6,0.0,399.9263671875,13.0,8.0,21.0,0.0,0.0,8.0,0.43010752688172044,10.6,0.5698924731182796,0.0,0.0
IPPO,13.0,64.8,19.4,0.0,253.998486328125,10.2,5.8,16.0,0.0,0.0,3.2,0.16494845360824742,15.4,0.7938144329896907,0.8,0.041237113402061855
IPPO,14.0,64.8,20.2,0.0594059405940594,291.3771484375,12.6,6.0,18.6,1.2,0.0594059405940594,2.0,0.09900990099009901,12.0,0.594059405940594,5.0,0.24752475247524752
IPPO,15.0,65.2,20.0,0.24,363.4954833984375,13.4,7.8,21.2,4.8,0.24,0.4,0.02,1.4,0.07,13.4,0.67
IPPO,16.0,65.4,18.2,0.06593406593406594,241.043212890625,9.0,7.2,16.2,1.2,0.06593406593406594,3.6,0.1978021978021978,3.4,0.18681318681318682,10.0,0.5494505494505495
IPPO,17.0,65.6,17.0,0.0,288.5432373046875,11.2,6.6,17.8,0.0,0.0,7.6,0.4470588235294118,5.2,0.3058823529411765,4.2,0.24705882352941178
IPPO,18.0,66.0,20.8,0.009615384615384616,234.269677734375,11.2,7.8,19.0,0.2,0.009615384615384616,13.4,0.6442307692307693,7.2,0.34615384615384615,0.0,0.0
IPPO,19.0,66.6,18.6,0.0,392.089697265625,13.8,9.6,23.4,0.0,0.0,8.4,0.45161290322580644,7.4,0.3978494623655914,2.8,0.15053763440860216
IPPO,20.0,67.2,20.4,0.0392156862745098,315.2375,12.0,7.6,19.6,0.8,0.0392156862745098,0.2,0.00980392156862745,14.2,0.696078431372549,5.2,0.2549019607843137
IPPO,21.0,67.4,18.8,0.1276595744680851,197.487255859375,6.8,8.2,15.0,2.4,0.1276595744680851,2.2,0.11702127659574468,7.4,0.39361702127659576,6.8,0.3617021276595745
IPPO,22.0,68.2,24.8,0.29838709677419356,479.391748046875,15.6,8.2,23.8,7.4,0.29838709677419356,5.4,0.21774193548387097,0.8,0.03225806451612903,11.2,0.45161290322580644
IPPO,23.0,68.4,21.2,0.02830188679245283,204.11591796875,9.4,7.0,16.4,0.6,0.02830188679245283,3.2,0.1509433962264151,7.6,0.3584905660377358,9.8,0.46226415094339623
IPPO,24.0,68.8,18.2,0.0,179.9581787109375,8.8,7.0,15.8,0.0,0.0,9.8,0.5384615384615384,5.6,0.3076923076923077,2.8,0.15384615384615385
IPPO,25.0,68.8,21.4,0.102803738317757,346.201220703125,12.2,11.2,23.4,2.2,0.102803738317757,13.8,0.6448598130841121,3.2,0.14953271028037382,2.2,0.102803738317757
IPPO,26.0,69.0,23.0,0.11304347826086956,285.259765625,8.8,13.4,22.2,2.6,0.11304347826086956,8.2,0.3565217391304348,10.0,0.43478260869565216,2.2,0.09565217391304348
IPPO,27.0,69.0,22.2,0.0990990990990991,237.2272216796875,9.8,11.6,21.4,2.2,0.0990990990990991,2.2,0.0990990990990991,10.2,0.4594594594594595,7.6,0.34234234234234234
IPPO,28.0,69.4,20.8,0.16346153846153846,344.2205078125,11.8,11.2,23.0,3.4,0.16346153846153846,2.6,0.125,5.8,0.27884615384615385,9.0,0.4326923076923077
IPPO,29.0,69.6,18.8,0.06382978723404255,253.46865234375,9.8,11.6,21.4,1.2,0.06382978723404255,0.6,0.031914893617021274,7.8,0.4148936170212766,9.2,0.48936170212765956
IPPO,30.0,70.0,21.6,0.018518518518518517,193.9895263671875,9.0,10.0,19.0,0.4,0.018518518518518517,6.2,0.28703703703703703,10.2,0.4722222222222222,4.8,0.2222222222222222
IPPO,31.0,70.6,19.0,0.042105263157894736,248.510205078125,10.0,9.8,19.8,0.8,0.042105263157894736,7.0,0.3684210526315789,3.6,0.18947368421052632,7.6,0.4
IPPO,32.0,71.0,21.8,0.0,196.98812255859374,8.4,11.2,19.6,0.0,0.0,11.4,0.5229357798165137,6.8,0.3119266055045872,3.6,0.1651376146788991
IPPO,33.0,71.8,20.6,0.009708737864077669,295.355517578125,12.8,11.4,24.2,0.2,0.009708737864077669,10.6,0.5145631067961165,5.8,0.2815533980582524,4.0,0.1941747572815534
IPPO,34.0,72.4,20.8,0.18269230769230768,395.33974609375,11.2,8.8,20.0,3.8,0.18269230769230768,3.6,0.17307692307692307,4.6,0.22115384615384615,8.8,0.4230769230769231
IPPO,35.0,72.6,22.6,0.20353982300884957,376.7402587890625,13.6,8.4,22.0,4.6,0.20353982300884957,0.4,0.017699115044247787,8.8,0.3893805309734513,8.8,0.3893805309734513
IPPO,36.0,73.0,19.4,0.10309278350515463,356.606005859375,13.0,9.0,22.0,2.0,0.10309278350515463,0.4,0.020618556701030927,7.6,0.3917525773195876,9.4,0.4845360824742268
IPPO,37.0,73.2,22.8,0.017543859649122806,206.19306640625,7.2,11.0,18.2,0.4,0.017543859649122806,6.8,0.2982456140350877,9.2,0.40350877192982454,6.4,0.2807017543859649
IPPO,38.0,73.6,23.2,0.08620689655172414,296.65244140625,10.8,9.8,20.6,2.0,0.08620689655172414,9.8,0.4224137931034483,4.4,0.1896551724137931,7.0,0.3017241379310345
IPPO,39.0,73.6,21.8,0.027522935779816515,165.6828369140625,7.4,10.0,17.4,0.6,0.027522935779816515,14.8,0.6788990825688074,3.4,0.1559633027522936,3.0,0.13761467889908258
IPPO,40.0,74.0,26.0,0.06923076923076923,274.939990234375,10.4,9.8,20.2,1.8,0.06923076923076923,8.2,0.3153846153846154,14.8,0.5692307692307692,1.2,0.046153846153846156
IPPO,41.0,74.0,23.4,0.2564102564102564,341.63818359375,13.0,12.8,25.8,6.0,0.2564102564102564,2.0,0.08547008547008547,8.8,0.37606837606837606,6.6,0.28205128205128205
IPPO,42.0,74.2,20.4,0.3235294117647059,313.3083740234375,10.6,11.4,22.0,6.6,0.3235294117647059,4.0,0.19607843137254902,3.8,0.18627450980392157,6.0,0.29411764705882354
IPPO,43.0,74.4,20.6,0.06796116504854369,271.0825927734375,9.8,15.2,25.0,1.4,0.06796116504854369,3.6,0.17475728155339806,6.8,0.3300970873786408,8.8,0.42718446601941745
IPPO,44.0,75.0,21.6,0.09259259259259259,246.88193359375,11.4,13.2,24.6,2.0,0.09259259259259259,6.6,0.3055555555555556,8.6,0.39814814814814814,4.4,0.2037037037037037
IPPO,45.0,75.2,23.8,0.18487394957983194,353.541455078125,10.6,11.8,22.4,4.4,0.18487394957983194,13.6,0.5714285714285714,4.6,0.19327731092436976,1.2,0.05042016806722689
IPPO,46.0,75.6,23.8,0.0,176.22989501953126,8.2,11.8,20.0,0.0,0.0,13.2,0.5546218487394958,10.2,0.42857142857142855,0.4,0.01680672268907563
IPPO,47.0,75.8,20.2,0.0,300.8369140625,14.0,11.0,25.0,0.0,0.0,3.0,0.1485148514851485,13.2,0.6534653465346535,4.0,0.19801980198019803
IPPO,48.0,76.0,24.2,0.1487603305785124,265.10361328125,9.6,9.8,19.4,3.6,0.1487603305785124,3.0,0.12396694214876033,4.8,0.19834710743801653,12.8,0.5289256198347108
IPPO,49.0,76.6,23.2,0.09482758620689655,262.50498046875,10.0,15.8,25.8,2.2,0.09482758620689655,0.8,0.034482758620689655,3.8,0.16379310344827586,16.4,0.7068965517241379
IPPO,50.0,77.4,24.2,0.05785123966942149,203.0753662109375,8.4,10.0,18.4,1.4,0.05785123966942149,6.0,0.24793388429752067,8.8,0.36363636363636365,8.0,0.3305785123966942
IPPO,51.0,77.8,23.6,0.0,191.2830078125,9.6,14.0,23.6,0.0,0.0,14.8,0.6271186440677966,5.8,0.2457627118644068,3.0,0.1271186440677966
IPPO,52.0,78.2,23.4,0.0,285.67451171875,10.8,11.8,22.6,0.0,0.0,14.6,0.6239316239316239,8.8,0.37606837606837606,0.0,0.0
IPPO,53.0,78.6,25.0,0.0,258.6501708984375,11.0,13.0,24.0,0.0,0.0,6.0,0.24,15.0,0.6,4.0,0.16
IPPO,54.0,78.8,22.0,0.32727272727272727,422.1794921875,13.2,11.2,24.4,7.2,0.32727272727272727,0.8,0.03636363636363636,5.2,0.23636363636363636,8.8,0.4
IPPO,55.0,79.6,23.0,0.16521739130434782,286.90634765625,8.8,14.2,23.0,3.8,0.16521739130434782,0.0,0.0,4.8,0.20869565217391303,14.4,0.6260869565217392
IPPO,56.0,79.8,21.6,0.009259259259259259,147.8963623046875,6.4,13.6,20.0,0.2,0.009259259259259259,0.4,0.018518518518518517,8.2,0.37962962962962965,12.8,0.5925925925925926
IPPO,57.0,79.8,26.6,0.0,239.9895751953125,10.4,13.0,23.4,0.0,0.0,15.8,0.5939849624060151,10.4,0.39097744360902253,0.4,0.015037593984962405
IPPO,58.0,80.0,21.4,0.0,180.4484375,7.4,13.4,20.8,0.0,0.0,15.8,0.7383177570093458,5.6,0.2616822429906542,0.0,0.0
IPPO,59.0,80.2,26.0,0.0,302.4994140625,11.6,17.0,28.6,0.0,0.0,6.4,0.24615384615384617,15.4,0.5923076923076923,4.2,0.16153846153846155
IPPO,60.0,131.0,21.4,0.2336448598130841,298.7216064453125,9.8,15.8,25.6,5.0,0.2336448598130841,0.2,0.009345794392523364,5.4,0.2523364485981308,10.8,0.5046728971962616
IPPO,61.0,131.2,38.2,0.20418848167539266,527.301513671875,16.2,13.2,29.4,7.8,0.20418848167539266,6.8,0.17801047120418848,0.4,0.010471204188481676,23.2,0.6073298429319371
IPPO,62.0,131.0,35.8,0.027932960893854747,214.823876953125,8.2,15.2,23.4,1.0,0.027932960893854747,1.6,0.0446927374301676,12.4,0.3463687150837989,20.8,0.5810055865921788
IPPO,63.0,131.4,35.6,0.0,220.369775390625,13.4,11.4,24.8,0.0,0.0,21.6,0.6067415730337079,14.0,0.39325842696629215,0.0,0.0
IPPO,64.0,131.8,41.4,0.07729468599033816,432.78671875,12.4,18.4,30.8,3.2,0.07729468599033816,19.2,0.463768115942029,14.8,0.357487922705314,4.2,0.10144927536231885
IPPO,65.0,131.8,38.2,0.0,185.56884765625,8.4,21.8,30.2,0.0,0.0,8.8,0.23036649214659685,21.0,0.5497382198952879,8.4,0.2198952879581152
IPPO,66.0,131.8,44.8,0.0,70.86152954101563,3.6,29.0,32.6,0.0,0.0,2.4,0.05357142857142857,24.0,0.5357142857142857,18.4,0.4107142857142857
IPPO,67.0,132.4,42.6,0.2535211267605634,429.81162109375,13.0,25.6,38.6,10.8,0.2535211267605634,8.2,0.19248826291079812,1.8,0.04225352112676056,21.8,0.5117370892018779
IPPO,68.0,132.4,41.2,0.0,170.6108642578125,9.8,30.8,40.6,0.0,0.0,3.2,0.07766990291262135,13.6,0.3300970873786408,24.4,0.5922330097087378
IPPO,69.0,132.4,38.0,0.0,255.9149658203125,13.4,32.0,45.4,0.0,0.0,15.2,0.4,15.0,0.39473684210526316,7.8,0.20526315789473684
IPPO,70.0,132.6,37.8,0.0,86.8455322265625,6.0,30.2,36.2,0.0,0.0,25.8,0.6825396825396826,12.0,0.31746031746031744,0.0,0.0
IPPO,71.0,132.6,42.6,0.0,237.414501953125,10.6,30.8,41.4,0.0,0.0,4.8,0.11267605633802817,18.8,0.4413145539906103,19.0,0.4460093896713615
IPPO,72.0,132.6,39.4,0.1065989847715736,334.362353515625,13.8,31.8,45.6,4.2,0.1065989847715736,0.6,0.015228426395939087,18.6,0.4720812182741117,16.0,0.40609137055837563
IPPO,73.0,132.8,42.0,0.12380952380952381,286.7224609375,10.4,27.0,37.4,5.2,0.12380952380952381,12.4,0.29523809523809524,6.2,0.14761904761904762,18.2,0.43333333333333335
IPPO,74.0,133.4,39.0,0.010256410256410256,263.93466796875,11.0,29.2,40.2,0.4,0.010256410256410256,8.0,0.20512820512820512,7.2,0.18461538461538463,23.4,0.6
IPPO,75.0,133.6,36.2,0.0,199.20654296875,10.0,26.0,36.0,0.0,0.0,9.2,0.2541436464088398,12.2,0.3370165745856354,14.8,0.4088397790055249
IPPO,76.0,133.8,43.0,0.004651162790697674,176.68909912109376,9.4,30.2,39.6,0.2,0.004651162790697674,21.4,0.49767441860465117,21.4,0.49767441860465117,0.0,0.0
IPPO,77.0,134.2,44.2,0.0,184.4929931640625,10.0,28.4,38.4,0.0,0.0,10.4,0.23529411764705882,27.6,0.6244343891402715,6.2,0.14027149321266968
IPPO,78.0,134.6,36.8,0.07608695652173914,221.857568359375,8.8,30.4,39.2,2.8,0.07608695652173914,8.0,0.21739130434782608,14.8,0.40217391304347827,11.2,0.30434782608695654
IPPO,79.0,134.8,41.0,0.05853658536585366,291.948876953125,11.6,31.2,42.8,2.4,0.05853658536585366,8.2,0.2,13.4,0.32682926829268294,17.0,0.4146341463414634
IPPO,80.0,135.0,40.2,0.14427860696517414,217.2048828125,10.8,29.6,40.4,5.8,0.14427860696517414,0.4,0.009950248756218905,8.2,0.20398009950248755,25.8,0.6417910447761194
IPPO,81.0,135.8,39.6,0.12121212121212122,215.9492919921875,8.4,33.2,41.6,4.8,0.12121212121212122,11.6,0.29292929292929293,6.6,0.16666666666666666,16.6,0.41919191919191917
IPPO,82.0,136.2,43.2,0.1388888888888889,387.659716796875,16.0,26.4,42.4,6.0,0.1388888888888889,18.8,0.4351851851851852,9.2,0.21296296296296297,9.2,0.21296296296296297
IPPO,83.0,136.2,38.2,0.0,120.262841796875,7.2,30.4,37.6,0.0,0.0,8.6,0.225130890052356,23.4,0.612565445026178,6.2,0.16230366492146597
IPPO,84.0,137.0,44.0,0.0,211.2384033203125,12.2,28.6,40.8,0.0,0.0,23.4,0.5318181818181819,12.2,0.2772727272727273,8.4,0.19090909090909092
IPPO,85.0,137.6,40.2,0.24378109452736318,330.8671875,12.8,34.6,47.4,9.8,0.24378109452736318,8.2,0.20398009950248755,10.8,0.26865671641791045,11.4,0.2835820895522388
IPPO,86.0,138.0,39.4,0.0,173.6970458984375,9.6,31.8,41.4,0.0,0.0,0.2,0.005076142131979695,16.6,0.4213197969543147,22.6,0.5736040609137056
IPPO,87.0,138.0,45.0,0.12444444444444444,372.7992919921875,15.6,29.6,45.2,5.6,0.12444444444444444,1.8,0.04,7.8,0.17333333333333334,29.8,0.6622222222222223
IPPO,88.0,137.8,43.2,0.0,129.45203857421876,8.4,26.4,34.8,0.0,0.0,17.0,0.39351851851851855,18.2,0.4212962962962963,8.0,0.18518518518518517
IPPO,89.0,138.4,38.8,0.0,270.1802001953125,13.0,22.2,35.2,0.0,0.0,16.0,0.41237113402061853,16.0,0.41237113402061853,6.8,0.17525773195876287
IPPO,90.0,139.0,42.8,0.0,240.359912109375,12.6,30.8,43.4,0.0,0.0,25.0,0.5841121495327103,8.6,0.20093457943925233,9.2,0.21495327102803738
IPPO,91.0,139.2,38.2,0.010471204188481676,193.7404541015625,8.4,30.0,38.4,0.4,0.010471204188481676,18.0,0.4712041884816754,17.0,0.44502617801047123,2.8,0.07329842931937172
IPPO,92.0,139.6,43.0,0.013953488372093023,188.29569091796876,9.8,29.4,39.2,0.6,0.013953488372093023,0.2,0.004651162790697674,22.0,0.5116279069767442,20.2,0.4697674418604651
IPPO,93.0,140.2,42.0,0.19523809523809524,373.62646484375,12.8,34.4,47.2,8.2,0.19523809523809524,0.0,0.0,9.6,0.22857142857142856,24.2,0.5761904761904761
IPPO,94.0,140.4,43.0,0.20930232558139536,380.891064453125,12.4,31.4,43.8,9.0,0.20930232558139536,7.0,0.16279069767441862,11.8,0.2744186046511628,15.2,0.35348837209302325
IPPO,95.0,141.2,40.6,0.0,183.2439453125,9.8,32.4,42.2,0.0,0.0,8.2,0.2019704433497537,18.4,0.45320197044334976,14.0,0.3448275862068966
IPPO,96.0,141.4,45.2,0.0,168.2626953125,9.0,30.2,39.2,0.0,0.0,17.6,0.3893805309734513,14.6,0.3230088495575221,13.0,0.28761061946902655
IPPO,97.0,141.6,37.8,0.005291005291005291,157.016064453125,8.0,27.4,35.4,0.2,0.005291005291005291,23.6,0.6243386243386243,8.4,0.2222222222222222,5.6,0.14814814814814814
IPPO,98.0,141.6,41.0,0.0,142.4403564453125,8.6,32.2,40.8,0.0,0.0,8.8,0.2146341463414634,13.8,0.33658536585365856,18.4,0.44878048780487806
IPPO,99.0,141.8,42.0,0.05238095238095238,287.785791015625,14.2,34.2,48.4,2.2,0.05238095238095238,2.6,0.06190476190476191,14.8,0.3523809523809524,22.4,0.5333333333333333
IPPO,100.0,141.8,41.4,0.11594202898550725,315.72744140625,11.2,29.0,40.2,4.8,0.11594202898550725,11.2,0.27053140096618356,12.2,0.2946859903381642,13.2,0.3188405797101449
IPPO,101.0,142.2,44.6,0.053811659192825115,223.424560546875,10.0,28.4,38.4,2.4,0.053811659192825115,10.0,0.2242152466367713,19.4,0.4349775784753363,12.8,0.28699551569506726
IPPO,102.0,142.6,42.0,0.0,68.95895385742188,5.8,33.6,39.4,0.0,0.0,8.2,0.19523809523809524,17.6,0.41904761904761906,16.2,0.38571428571428573
IPPO,103.0,142.8,43.8,0.136986301369863,224.88857421875,9.2,31.6,40.8,6.0,0.136986301369863,28.0,0.639269406392694,7.8,0.1780821917808219,2.0,0.045662100456621
IPPO,104.0,143.2,42.2,0.0,179.69967041015624,8.4,35.4,43.8,0.0,0.0,20.4,0.4834123222748815,7.0,0.16587677725118483,14.8,0.35071090047393366
IPPO,105.0,143.2,43.2,0.037037037037037035,255.97216796875,11.8,35.4,47.2,1.6,0.037037037037037035,7.6,0.17592592592592593,20.2,0.4675925925925926,13.8,0.3194444444444444
IPPO,106.0,143.2,40.4,0.034653465346534656,197.825537109375,9.6,32.6,42.2,1.4,0.034653465346534656,0.0,0.0,28.6,0.7079207920792079,10.4,0.25742574257425743
IPPO,107.0,143.8,44.8,0.19642857142857142,470.139013671875,15.0,31.6,46.6,8.8,0.19642857142857142,9.2,0.20535714285714285,21.4,0.47767857142857145,5.4,0.12053571428571429
IPPO,108.0,144.0,45.2,0.0,118.885595703125,7.6,33.6,41.2,0.0,0.0,11.8,0.2610619469026549,18.8,0.415929203539823,14.6,0.3230088495575221
